branch,branch_to,counterparty,credit_account,credit_account_2,credit_amount,credit_amount_2,currency,date,debit_account,debit_amount,description,event_name,id,recurrence,trade_good,type
Geneva,,Mediterranean Shipping Company,Cash,,94721.84,,florin,1433-02-26,Loans Receivable,94721.84,Commercial loan issued to Mediterranean Shipping Company,,72124,,,loan_issuance
Bruges,,San Lorenzo Couriers,Cash,,8591.76,,florin,1433-02-26,Accounts Payable,8591.76,Vendor payment to San Lorenzo Couriers for branch services,,72125,,,vendor_payment
Geneva,,Grain Merchant,Loans Receivable,Interest Income,15859.64,3013.33,florin,1433-02-27,Cash,18872.97,Loan repayment from Grain Merchant with interest,,72126,,,loan_repayment
Venice,,Venetian Grain Brokers,Trading Revenue,,864.83,,florin,1433-02-27,Cash,864.83,Trade finance settlement for alum cargo,,72127,,alum,trade_transaction
Venice,,Signoria Utilities Office,Cash,,13672.01,,florin,1433-02-27,Supplies,13672.01,Supplies expense for Venice branch (monthly cycle),,72128,monthly,,recurring_operating_expense
Geneva,,Santa Maria Scribes,Cash,,45147.29,,florin,1433-02-27,Accounts Payable,45147.29,Vendor payment to Santa Maria Scribes for branch services,,72129,,,vendor_payment
Bruges,,Wool Guild Syndicate,Loans Receivable,Interest Income,26962.20,4853.20,florin,1433-02-27,Cash,31815.40,Loan repayment from Wool Guild Syndicate including interest,,72130,,,loan_repayment
Naples,,Marquis of Mantua,Cash,,89068.94,,florin,1433-02-27,Loans Receivable,89068.94,Commercial loan issued to Marquis of Mantua,,72131,,,loan_issuance
Rome,,Tuscan Wine Carriers,Trading Revenue,,19511.05,,florin,1433-02-27,Cash,19511.05,Trade finance settlement for grain cargo,,72132,,grain,trade_transaction
Pisa,,Mediterranean Shipping Company,Trading Revenue,,14423.42,,florin,1433-02-28,Cash,14423.42,Trade finance settlement for grain cargo,,72133,,grain,trade_transaction
London,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,11782.06,179.42,florin,1433-02-28,Due from Avignon,11961.48,Branch settlement transfer from London to Avignon,,72134,,,branch_activity
Rome,Florence,Inter-branch transfer to Florence,Cash,Exchange Fee Revenue,15608.11,237.69,florin,1433-02-28,Due from Florence,15845.80,Branch settlement transfer from Rome to Florence,,72135,,,branch_activity
Avignon,,Lombard Metals Exchange,Trading Revenue,,165297.46,,florin,1433-02-28,Cash,165297.46,Trade finance settlement for alum cargo,,72136,,alum,trade_transaction
Bruges,,Silk Trader,Cash,,31238.06,,florin,1433-03-01,Loans Receivable,31238.06,Loan issued to Silk Trader from Bruges branch,,72137,,,loan_issuance
Rome,,Sacred College,Deposits Payable,,4954.98,,florin,1433-03-01,Cash,4954.98,Deposit from Sacred College to Rome branch,,72138,,,deposit
London,,Count of Urbino,Loans Receivable,Interest Income,41457.57,4974.91,florin,1433-03-01,Cash,46432.48,Loan repayment from Count of Urbino including interest,,72139,,,loan_repayment
Pisa,,Signoria Utilities Office,Cash,,2470.24,,florin,1433-03-01,Maintenance,2470.24,Maintenance expense for Pisa branch (quarterly cycle),,72140,quarterly,,recurring_operating_expense
Florence,,Republic of Florence,Cash,,199214.22,,florin,1433-03-02,Loans Receivable - Government,199214.22,War financing for Florentine operations against Milan,,72141,,,war_financing
Florence,,Wool Guild Syndicate,Trading Revenue,,7917.87,,florin,1433-03-03,Cash,7917.87,Trade finance settlement for wool cargo,,72142,,wool,trade_transaction
Pisa,,Florentine Paperworks,Cash,,2394.96,,florin,1433-03-03,Accounts Payable,2394.96,Vendor payment to Florentine Paperworks for branch services,,72143,,,vendor_payment
Venice,,Mercato Maintenance Works,Cash,,652.05,,florin,1433-03-03,Rent,652.05,Rent expense for Venice branch (monthly cycle),,72144,monthly,,recurring_operating_expense
Naples,Florence,Inter-branch transfer to Florence,Cash,Exchange Fee Revenue,2075.27,31.60,florin,1433-03-03,Due from Florence,2106.87,Branch settlement transfer from Naples to Florence,,72145,,,branch_activity
Naples,,Lombard Metals Exchange,Loans Receivable,Interest Income,37463.28,8241.92,florin,1433-03-03,Cash,45705.20,Loan repayment from Lombard Metals Exchange including interest,,72146,,,loan_repayment
Rome,,Mediterranean Shipping Company,Trading Revenue,,836.05,,florin,1433-03-04,Cash,836.05,Trade finance settlement for wool cargo,,72147,,wool,trade_transaction
Florence,,Venetian Grain Brokers,Cash,,831507.93,,florin,1433-03-04,Loans Receivable,831507.93,Commercial loan issued to Venetian Grain Brokers,,72148,,,loan_issuance
Geneva,,Santa Maria Scribes,Cash,,1721.67,,florin,1433-03-04,Accounts Payable,1721.67,Vendor payment to Santa Maria Scribes for branch services,,72149,,,vendor_payment
Florence,,Flemish Cloth House,Cash,,211832.99,,florin,1433-03-04,Loans Receivable,211832.99,Commercial loan issued to Flemish Cloth House,,72150,,,loan_issuance
Avignon,Florence,Inter-branch transfer to Florence,Cash,Exchange Fee Revenue,14523.89,221.18,florin,1433-03-04,Due from Florence,14745.07,Branch settlement transfer from Avignon to Florence,,72151,,,branch_activity
Venice,,Baron,Deposits Payable,,6986.50,,florin,1433-03-05,Cash,6986.50,Deposit by Baron,,72152,,,deposit
Florence,Venice,Inter-branch transfer to Venice,Cash,Exchange Fee Revenue,1088.62,16.58,florin,1433-03-05,Due from Venice,1105.20,Branch settlement transfer from Florence to Venice,,72153,,,branch_activity
Rome,,Transfer to Milan,Cash,Exchange Fee Revenue,156551.61,2303.40,florin,1433-03-06,Due from Milan,158855.01,Bill of exchange from Rome to Milan,,72154,,,bill_of_exchange
Florence,,Wine Trader,Loans Receivable,Interest Income,6507.59,520.61,florin,1433-03-06,Cash,7028.20,Loan repayment from Wine Trader with interest,,72155,,,loan_repayment
London,,Doge of Venice,Cash,,4857.26,,florin,1433-03-06,Deposits Payable,4857.26,Withdrawal by Doge of Venice,,72156,,,withdrawal
London,,Silk Consortium,Cash,,82412.79,,florin,1433-03-06,Loans Receivable,82412.79,Commercial loan issued to Silk Consortium,,72157,,,loan_issuance
Avignon,Venice,Inter-branch transfer to Venice,Cash,Exchange Fee Revenue,10956.09,166.84,florin,1433-03-06,Due from Venice,11122.93,Branch settlement transfer from Avignon to Venice,,72158,,,branch_activity
Avignon,,San Lorenzo Couriers,Cash,,66249.46,,florin,1433-03-06,Accounts Payable,66249.46,Vendor payment to San Lorenzo Couriers for branch services,,72159,,,vendor_payment
London,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,3426.00,52.17,florin,1433-03-06,Due from Rome,3478.17,Branch settlement transfer from London to Rome,,72160,,,branch_activity
Bruges,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,28649.13,436.28,florin,1433-03-07,Due from Milan,29085.41,Branch settlement transfer from Bruges to Milan,,72161,,,branch_activity
Florence,,Levant Spice Traders,Loans Receivable,Interest Income,23465.13,2815.82,florin,1433-03-07,Cash,26280.95,Loan repayment from Levant Spice Traders including interest,,72162,,,loan_repayment
Pisa,,Signoria Utilities Office,Cash,,4743.39,,florin,1433-03-07,Maintenance,4743.39,Maintenance expense for Pisa branch (quarterly cycle),,72163,quarterly,,recurring_operating_expense
Geneva,London,Inter-branch transfer to London,Cash,Exchange Fee Revenue,11689.19,178.01,florin,1433-03-07,Due from London,11867.20,Branch settlement transfer from Geneva to London,,72164,,,branch_activity
Avignon,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,8985.41,136.83,florin,1433-03-07,Due from Milan,9122.24,Branch settlement transfer from Avignon to Milan,,72165,,,branch_activity
Milan,,Venetian Grain Brokers,Trading Revenue,,23525.61,,florin,1433-03-07,Cash,23525.61,Trade finance settlement for metals cargo,,72166,,metals,trade_transaction
Florence,,Republic of Florence,Cash,,393345.86,,florin,1433-03-08,Loans Receivable - Government,393345.86,War financing for Florentine operations against Milan,,72167,,,war_financing
Geneva,,Geneva Operations,Cash,,38766.57,,florin,1433-03-08,Wages,38766.57,Wages expense for Geneva branch,,72168,,,operating_expense
Rome,,Textile Merchant,Trading Revenue,,1743.55,,florin,1433-03-08,Cash,1743.55,Alum sale from papal mines,,72169,,,alum_trade
Florence,,Marquis of Mantua,Cash,,110936.09,,florin,1433-03-08,Loans Receivable,110936.09,Commercial loan issued to Marquis of Mantua,,72170,,,loan_issuance
Florence,,Levant Spice Traders,Trading Revenue,,100847.96,,florin,1433-03-08,Cash,100847.96,Trade finance settlement for silk cargo,,72171,,silk,trade_transaction
Avignon,,Duke of Milan,Loans Receivable,Interest Income,32701.23,7194.27,florin,1433-03-08,Cash,39895.50,Loan repayment from Duke of Milan including interest,,72172,,,loan_repayment
Bruges,,Flemish Cloth House,Cash,,35547.60,,florin,1433-03-08,Loans Receivable,35547.60,Commercial loan issued to Flemish Cloth House,,72173,,,loan_issuance
Bruges,,Signoria Utilities Office,Cash,,14381.25,,florin,1433-03-09,Accounts Payable,14381.25,Vendor payment to Signoria Utilities Office for branch services,,72174,,,vendor_payment
London,,Florentine Paperworks,Cash,,8053.70,,florin,1433-03-09,Accounts Payable,8053.70,Vendor payment to Florentine Paperworks for branch services,,72175,,,vendor_payment
Geneva,,Geneva Operations,Cash,,450.95,,florin,1433-03-10,Rent,450.95,Rent expense for Geneva branch,,72176,,,operating_expense
London,,Guildhall Security Company,Cash,,806.84,,florin,1433-03-10,Rent,806.84,Rent expense for London branch (monthly cycle),,72177,monthly,,recurring_operating_expense
Milan,,Tuscan Wine Carriers,Loans Receivable,Interest Income,19885.23,1988.52,florin,1433-03-10,Cash,21873.75,Loan repayment from Tuscan Wine Carriers including interest,,72178,,,loan_repayment
Rome,,Florentine Paperworks,Cash,,7774.30,,florin,1433-03-10,Supplies,7774.30,Supplies expense for Rome branch (monthly cycle),,72179,monthly,,recurring_operating_expense
London,,Spice Merchant,Loans Receivable,Interest Income,28334.10,5383.48,florin,1433-03-11,Cash,33717.58,Loan repayment from Spice Merchant with interest,,72180,,,loan_repayment
Naples,,Mercato Maintenance Works,Cash,,1623.24,,florin,1433-03-11,Maintenance,1623.24,Maintenance expense for Naples branch (quarterly cycle),,72181,quarterly,,recurring_operating_expense
Venice,Bruges,Inter-branch transfer to Bruges,Cash,Exchange Fee Revenue,9294.36,141.54,florin,1433-03-11,Due from Bruges,9435.90,Branch settlement transfer from Venice to Bruges,,72182,,,branch_activity
Naples,,Tuscan Wine Carriers,Loans Receivable,Interest Income,36495.41,6569.17,florin,1433-03-11,Cash,43064.58,Loan repayment from Tuscan Wine Carriers including interest,,72183,,,loan_repayment
Geneva,,Doge of Venice,Cash,,118379.43,,florin,1433-03-12,Loans Receivable,118379.43,Commercial loan issued to Doge of Venice,,72184,,,loan_issuance
London,Geneva,Inter-branch transfer to Geneva,Cash,Exchange Fee Revenue,6442.62,98.11,florin,1433-03-12,Due from Geneva,6540.73,Branch settlement transfer from London to Geneva,,72185,,,branch_activity
Pisa,,Marquis of Mantua,Loans Receivable,Interest Income,35877.88,6458.02,florin,1433-03-12,Cash,42335.90,Loan repayment from Marquis of Mantua including interest,,72186,,,loan_repayment
Bruges,,Tuscan Wine Carriers,Trading Revenue,,17957.44,,florin,1433-03-13,Cash,17957.44,Trade finance settlement for alum cargo,,72187,,alum,trade_transaction
Avignon,,Lombard Metals Exchange,Cash,,18046.23,,florin,1433-03-13,Loans Receivable,18046.23,Commercial loan issued to Lombard Metals Exchange,,72188,,,loan_issuance
Bruges,,Arno Lamp Oil Merchants,Cash,,29929.01,,florin,1433-03-13,Accounts Payable,29929.01,Vendor payment to Arno Lamp Oil Merchants for branch services,,72189,,,vendor_payment
Rome,Naples,Inter-branch transfer to Naples,Cash,Exchange Fee Revenue,16016.23,243.90,florin,1433-03-13,Due from Naples,16260.13,Branch settlement transfer from Rome to Naples,,72190,,,branch_activity
Geneva,Naples,Inter-branch transfer to Naples,Cash,Exchange Fee Revenue,13211.61,201.19,florin,1433-03-13,Due from Naples,13412.80,Branch settlement transfer from Geneva to Naples,,72191,,,branch_activity
London,Bruges,Inter-branch transfer to Bruges,Cash,Exchange Fee Revenue,22344.86,340.28,florin,1433-03-13,Due from Bruges,22685.14,Branch settlement transfer from London to Bruges,,72192,,,branch_activity
Milan,,Levant Spice Traders,Trading Revenue,,2539.05,,florin,1433-03-13,Cash,2539.05,Trade finance settlement for wine cargo,,72193,,wine,trade_transaction
Venice,,Tuscan Wine Carriers,Loans Receivable,Interest Income,31375.83,5647.65,florin,1433-03-14,Cash,37023.48,Loan repayment from Tuscan Wine Carriers including interest,,72194,,,loan_repayment
Venice,,Count of Urbino,Loans Receivable,Interest Income,65729.59,7887.55,florin,1433-03-14,Cash,73617.14,Loan repayment from Count of Urbino including interest,,72195,,,loan_repayment
Rome,,Republic of Florence,Loans Receivable,Interest Income,8552.54,1026.30,florin,1433-03-14,Cash,9578.84,Loan repayment from Republic of Florence including interest,,72196,,,loan_repayment
Venice,,Mediterranean Shipping Company,Cash,,544009.55,,florin,1433-03-14,Loans Receivable,544009.55,Commercial loan issued to Mediterranean Shipping Company,,72197,,,loan_issuance
Avignon,,Banking House,Loans Receivable,Interest Income,5564.43,1391.11,florin,1433-03-15,Cash,6955.54,Loan repayment from Banking House with interest,,72198,,,loan_repayment
Bruges,,Wool Guild Syndicate,Loans Receivable,Interest Income,18984.48,1518.76,florin,1433-03-15,Cash,20503.24,Loan repayment from Wool Guild Syndicate including interest,,72199,,,loan_repayment
Pisa,,Mercato Maintenance Works,Cash,,1759.34,,florin,1433-03-15,Wages,1759.34,Wages expense for Pisa branch (monthly cycle),,72200,monthly,,recurring_operating_expense
Avignon,,Wool Guild Syndicate,Trading Revenue,,7564.21,,florin,1433-03-15,Cash,7564.21,Trade finance settlement for metals cargo,,72201,,metals,trade_transaction
Naples,,Wool Guild Syndicate,Loans Receivable,Interest Income,17194.31,3782.75,florin,1433-03-15,Cash,20977.06,Loan repayment from Wool Guild Syndicate including interest,,72202,,,loan_repayment
Rome,,Florentine Paperworks,Cash,,19982.25,,florin,1433-03-15,Rent,19982.25,Rent expense for Rome branch (monthly cycle),,72203,monthly,,recurring_operating_expense
Venice,,Silk Trader,Trading Revenue,,57907.62,,florin,1433-03-16,Cash,57907.62,Alum sale from papal mines,,72204,,,alum_trade
Rome,,Baron,Cash,,293538.33,,florin,1433-03-16,Deposits Payable,293538.33,Withdrawal by Baron,,72205,,,withdrawal
London,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,12165.65,185.26,florin,1433-03-16,Due from Milan,12350.91,Branch settlement transfer from London to Milan,,72206,,,branch_activity
Rome,,Mediterranean Shipping Company,Trading Revenue,,16054.30,,florin,1433-03-16,Cash,16054.30,Trade finance settlement for wine cargo,,72207,,wine,trade_transaction
Florence,,Republic of Florence,Cash,,2224526.28,,florin,1433-03-17,Loans Receivable - Government,2224526.28,War financing for Florentine operations against Milan,,72208,,,war_financing
Pisa,,Republic of Florence,Cash,,89803.92,,florin,1433-03-17,Loans Receivable,89803.92,Commercial loan issued to Republic of Florence,,72209,,,loan_issuance
Bruges,Geneva,Inter-branch transfer to Geneva,Cash,Exchange Fee Revenue,5894.45,89.76,florin,1433-03-17,Due from Geneva,5984.21,Branch settlement transfer from Bruges to Geneva,,72210,,,branch_activity
Venice,,Doge of Venice,Cash,,107698.33,,florin,1433-03-18,Deposits Payable,107698.33,Withdrawal by Doge of Venice,,72211,,,withdrawal
Rome,,Papal Curia,Deposits Payable,,29540.97,,florin,1433-03-18,Cash,29540.97,Deposit from Papal Curia to Rome branch,,72212,,,deposit
Venice,,Guild Councillors,Cash,,913.17,,florin,1433-03-18,Political Influence Expense,913.17,Political patronage disbursement tied to Signoria election cycle,Signoria Election Patronage,72213,,,political_event
Bruges,,Spice Merchant,Deposits Payable,,78126.42,,florin,1433-03-18,Cash,78126.42,Deposit by Spice Merchant,,72214,,,deposit
Avignon,,Florentine Paperworks,Cash,,1948.06,,florin,1433-03-18,Supplies,1948.06,Supplies expense for Avignon branch (monthly cycle),,72215,monthly,,recurring_operating_expense
Milan,,Arno Lamp Oil Merchants,Cash,,2128.00,,florin,1433-03-18,Supplies,2128.00,Supplies expense for Milan branch (monthly cycle),,72216,monthly,,recurring_operating_expense
Florence,Geneva,Inter-branch transfer to Geneva,Cash,Exchange Fee Revenue,173051.07,2635.30,florin,1433-03-19,Due from Geneva,175686.37,Branch settlement transfer from Florence to Geneva,,72217,,,branch_activity
London,,Signoria Utilities Office,Cash,,1412.41,,florin,1433-03-19,Wages,1412.41,Wages expense for London branch (monthly cycle),,72218,monthly,,recurring_operating_expense
Florence,,Grain Merchant,Cash,,337083.06,,florin,1433-03-20,Deposits Payable,337083.06,Withdrawal by Grain Merchant,,72219,,,withdrawal
Florence,,San Lorenzo Couriers,Cash,,113.68,,florin,1433-03-20,Rent,113.68,Rent expense for Florence branch (monthly cycle),,72220,monthly,,recurring_operating_expense
London,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,68956.86,1050.10,florin,1433-03-20,Due from Milan,70006.96,Branch settlement transfer from London to Milan,,72221,,,branch_activity
Avignon,,San Lorenzo Couriers,Cash,,17383.03,,florin,1433-03-20,Supplies,17383.03,Supplies expense for Avignon branch (monthly cycle),,72222,monthly,,recurring_operating_expense
Geneva,,Guildhall Security Company,Cash,,13270.87,,florin,1433-03-20,Accounts Payable,13270.87,Vendor payment to Guildhall Security Company for branch services,,72223,,,vendor_payment
Rome,,Republic of Florence,Loans Receivable,Interest Income,42411.79,9330.59,florin,1433-03-21,Cash,51742.38,Loan repayment from Republic of Florence including interest,,72224,,,loan_repayment
Rome,,Tuscan Wine Carriers,Trading Revenue,,12386.57,,florin,1433-03-21,Cash,12386.57,Trade finance settlement for dyestuffs cargo,,72225,,dyestuffs,trade_transaction
Milan,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,373.77,5.69,florin,1433-03-21,Due from Rome,379.46,Branch settlement transfer from Milan to Rome,,72226,,,branch_activity
Venice,,Silk Consortium,Trading Revenue,,164.34,,florin,1433-03-21,Cash,164.34,Trade finance settlement for wool cargo,,72227,,wool,trade_transaction
Avignon,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,3649.57,55.58,florin,1433-03-22,Due from Rome,3705.15,Branch settlement transfer from Avignon to Rome,,72228,,,branch_activity
Venice,,Ponte Vecchio Rent Office,Cash,,1435.65,,florin,1433-03-22,Courier Services,1435.65,Courier Services expense for Venice branch (weekly cycle),,72229,weekly,,recurring_operating_expense
Florence,,Mediterranean Shipping Company,Trading Revenue,,25915.45,,florin,1433-03-22,Cash,25915.45,Trade finance settlement for wine cargo,,72230,,wine,trade_transaction
Geneva,Venice,Inter-branch transfer to Venice,Cash,Exchange Fee Revenue,3887.80,59.21,florin,1433-03-22,Due from Venice,3947.01,Branch settlement transfer from Geneva to Venice,,72231,,,branch_activity
Pisa,,Wool Guild Syndicate,Cash,,629310.17,,florin,1433-03-22,Loans Receivable,629310.17,Commercial loan issued to Wool Guild Syndicate,,72232,,,loan_issuance
Venice,,Venetian Grain Brokers,Trading Revenue,,204189.74,,florin,1433-03-22,Cash,204189.74,Trade finance settlement for silk cargo,,72233,,silk,trade_transaction
Naples,,Signoria Utilities Office,Cash,,4146.87,,florin,1433-03-22,Supplies,4146.87,Supplies expense for Naples branch (monthly cycle),,72234,monthly,,recurring_operating_expense
Venice,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,17464.19,265.95,florin,1433-03-22,Due from Rome,17730.14,Branch settlement transfer from Venice to Rome,,72235,,,branch_activity
Venice,,Wool Merchant,Trading Revenue,,3755.25,,florin,1433-03-23,Cash,3755.25,Alum sale from papal mines,,72236,,,alum_trade
Venice,,Jewel Trader,Loans Receivable,Interest Income,972.56,223.69,florin,1433-03-23,Cash,1196.25,Loan repayment from Jewel Trader with interest,,72237,,,loan_repayment
Pisa,,San Lorenzo Couriers,Cash,,1080.31,,florin,1433-03-23,Courier Services,1080.31,Courier Services expense for Pisa branch (weekly cycle),,72238,weekly,,recurring_operating_expense
Pisa,,Tuscan Wine Carriers,Trading Revenue,,2879.37,,florin,1433-03-23,Cash,2879.37,Trade finance settlement for grain cargo,,72239,,grain,trade_transaction
Naples,,Wool Guild Syndicate,Cash,,206718.50,,florin,1433-03-23,Loans Receivable,206718.50,Commercial loan issued to Wool Guild Syndicate,,72240,,,loan_issuance
Florence,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,123774.04,1884.88,florin,1433-03-23,Due from Rome,125658.92,Branch settlement transfer from Florence to Rome,,72241,,,branch_activity
Milan,,Cloth Merchant,Loans Receivable,Interest Income,6812.75,613.15,florin,1433-03-24,Cash,7425.90,Loan repayment from Cloth Merchant with interest,,72242,,,loan_repayment
Naples,,Duke of Milan,Loans Receivable,Interest Income,192.62,19.26,florin,1433-03-24,Cash,211.88,Loan repayment from Duke of Milan including interest,,72243,,,loan_repayment
Avignon,Pisa,Inter-branch transfer to Pisa,Cash,Exchange Fee Revenue,12841.69,195.56,florin,1433-03-24,Due from Pisa,13037.25,Branch settlement transfer from Avignon to Pisa,,72244,,,branch_activity
London,,Venetian Grain Brokers,Cash,,55330.66,,florin,1433-03-24,Loans Receivable,55330.66,Commercial loan issued to Venetian Grain Brokers,,72245,,,loan_issuance
Rome,,Wool Guild Syndicate,Loans Receivable,Interest Income,12458.40,1495.01,florin,1433-03-24,Cash,13953.41,Loan repayment from Wool Guild Syndicate including interest,,72246,,,loan_repayment
London,,San Lorenzo Couriers,Cash,,26280.73,,florin,1433-03-24,Accounts Payable,26280.73,Vendor payment to San Lorenzo Couriers for branch services,,72247,,,vendor_payment
Avignon,,Ponte Vecchio Rent Office,Cash,,2119.60,,florin,1433-03-24,Supplies,2119.60,Supplies expense for Avignon branch (monthly cycle),,72248,monthly,,recurring_operating_expense
Venice,,Grain Merchant,Cash,,8058.17,,florin,1433-03-25,Loans Receivable,8058.17,Loan issued to Grain Merchant from Venice branch,,72249,,,loan_issuance
Bruges,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,14317.81,218.04,florin,1433-03-25,Due from Avignon,14535.85,Branch settlement transfer from Bruges to Avignon,,72250,,,branch_activity
Milan,,Count of Urbino,Cash,,95044.06,,florin,1433-03-25,Loans Receivable,95044.06,Commercial loan issued to Count of Urbino,,72251,,,loan_issuance
Venice,,Ponte Vecchio Rent Office,Cash,,2889.51,,florin,1433-03-25,Accounts Payable,2889.51,Vendor payment to Ponte Vecchio Rent Office for branch services,,72252,,,vendor_payment
Venice,,City Magistrates,Cash,,2501.16,,florin,1433-03-26,Political Influence Expense,2501.16,Political patronage disbursement tied to Signoria election cycle,Signoria Election Patronage,72253,,,political_event
London,Pisa,Inter-branch transfer to Pisa,Cash,Exchange Fee Revenue,892.75,13.60,florin,1433-03-26,Due from Pisa,906.35,Branch settlement transfer from London to Pisa,,72254,,,branch_activity
Geneva,,Count of Urbino,Cash,,203381.55,,florin,1433-03-26,Loans Receivable,203381.55,Commercial loan issued to Count of Urbino,,72255,,,loan_issuance
Venice,,Lombard Metals Exchange,Trading Revenue,,13893.31,,florin,1433-03-26,Cash,13893.31,Trade finance settlement for spices cargo,,72256,,spices,trade_transaction
Rome,,Arno Lamp Oil Merchants,Cash,,1017.43,,florin,1433-03-27,Maintenance,1017.43,Maintenance expense for Rome branch (quarterly cycle),,72257,quarterly,,recurring_operating_expense
Geneva,,Guildhall Security Company,Cash,,1621.71,,florin,1433-03-27,Supplies,1621.71,Supplies expense for Geneva branch (monthly cycle),,72258,monthly,,recurring_operating_expense
Florence,,Republic of Florence,Cash,,2492367.68,,florin,1433-03-28,Loans Receivable - Government,2492367.68,Loan to Venice for Lombardy Wars operations,,72259,,,war_financing
Venice,,Spice Merchant,Cash,,181914.22,,florin,1433-03-28,Loans Receivable,181914.22,Loan issued to Spice Merchant from Venice branch,,72260,,,loan_issuance
Venice,,Transfer to Rome,Cash,Exchange Fee Revenue,17784.89,316.78,florin,1433-03-28,Due from Rome,18101.67,Bill of exchange from Venice to Rome,,72261,,,bill_of_exchange
Milan,,Silk Consortium,Loans Receivable,Interest Income,320830.35,48124.55,florin,1433-03-28,Cash,368954.90,Loan repayment from Silk Consortium including interest,,72262,,,loan_repayment
Venice,,Marquis of Mantua,Loans Receivable,Interest Income,28437.35,3412.48,florin,1433-03-28,Cash,31849.83,Loan repayment from Marquis of Mantua including interest,,72263,,,loan_repayment
Venice,,Tuscan Wine Carriers,Cash,,36341.52,,florin,1433-03-28,Loans Receivable,36341.52,Commercial loan issued to Tuscan Wine Carriers,,72264,,,loan_issuance
Milan,,Count of Urbino,Cash,,96772.66,,florin,1433-03-28,Loans Receivable,96772.66,Commercial loan issued to Count of Urbino,,72265,,,loan_issuance
London,,Tuscan Wine Carriers,Trading Revenue,,1212.29,,florin,1433-03-29,Cash,1212.29,Trade finance settlement for silk cargo,,72266,,silk,trade_transaction
London,,Marquis of Mantua,Loans Receivable,Interest Income,47136.64,8484.60,florin,1433-03-29,Cash,55621.24,Loan repayment from Marquis of Mantua including interest,,72267,,,loan_repayment
Bruges,,Lombard Metals Exchange,Trading Revenue,,1015.89,,florin,1433-03-29,Cash,1015.89,Trade finance settlement for wine cargo,,72268,,wine,trade_transaction
Naples,,Flemish Cloth House,Loans Receivable,Interest Income,98281.92,14742.29,florin,1433-03-29,Cash,113024.21,Loan repayment from Flemish Cloth House including interest,,72269,,,loan_repayment
Venice,,San Lorenzo Couriers,Cash,,2008.45,,florin,1433-03-29,Accounts Payable,2008.45,Vendor payment to San Lorenzo Couriers for branch services,,72270,,,vendor_payment
Pisa,Venice,Inter-branch transfer to Venice,Cash,Exchange Fee Revenue,11100.83,169.05,florin,1433-03-29,Due from Venice,11269.88,Branch settlement transfer from Pisa to Venice,,72271,,,branch_activity
Avignon,,Avignon Operations,Cash,,1531.96,,florin,1433-03-30,Wages,1531.96,Wages expense for Avignon branch,,72272,,,operating_expense
Naples,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,10595.39,161.35,florin,1433-03-30,Due from Avignon,10756.74,Branch settlement transfer from Naples to Avignon,,72273,,,branch_activity
Geneva,,Mercato Maintenance Works,Cash,,1854.21,,florin,1433-03-30,Wages,1854.21,Wages expense for Geneva branch (monthly cycle),,72274,monthly,,recurring_operating_expense
Florence,,Gold Merchant,Cash,,102996.50,,florin,1433-03-31,Loans Receivable,102996.50,Loan issued to Gold Merchant from Florence branch,,72275,,,loan_issuance
London,,Count of Urbino,Cash,,602885.86,,florin,1433-03-31,Loans Receivable,602885.86,Commercial loan issued to Count of Urbino,,72276,,,loan_issuance
Pisa,,Arno Lamp Oil Merchants,Cash,,1932.54,,florin,1433-03-31,Security,1932.54,Security expense for Pisa branch (monthly cycle),,72277,monthly,,recurring_operating_expense
Pisa,,Wool Guild Syndicate,Cash,,6309.66,,florin,1433-03-31,Loans Receivable,6309.66,Commercial loan issued to Wool Guild Syndicate,,72278,,,loan_issuance
Pisa,,Mercato Maintenance Works,Cash,,2751.49,,florin,1433-03-31,Accounts Payable,2751.49,Vendor payment to Mercato Maintenance Works for branch services,,72279,,,vendor_payment
Pisa,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,12865.29,195.92,florin,1433-03-31,Due from Milan,13061.21,Branch settlement transfer from Pisa to Milan,,72280,,,branch_activity
Avignon,,Arno Lamp Oil Merchants,Cash,,12909.66,,florin,1433-03-31,Courier Services,12909.66,Courier Services expense for Avignon branch (weekly cycle),,72281,weekly,,recurring_operating_expense
Milan,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,136734.32,2082.25,florin,1433-03-31,Due from Rome,138816.57,Branch settlement transfer from Milan to Rome,,72282,,,branch_activity
Rome,Pisa,Inter-branch transfer to Pisa,Cash,Exchange Fee Revenue,1317.10,20.06,florin,1433-03-31,Due from Pisa,1337.16,Branch settlement transfer from Rome to Pisa,,72283,,,branch_activity
