branch,period,transaction_count,cash_inflows,cash_outflows,net_cash_movement,closing_cash_balance,deposits,withdrawals,loans_issued,loans_repaid,loan_portfolio_balance,interest_earned,operating_expenses,trading_revenue,exchange_fee_revenue,interest_income,total_revenue,net_income,expense_ratio
Venice,1393-04,12,137561.93,207485.64,-69923.71,-6328971.25,0.00,0.00,115807.91,56011.63,6326127.93,8401.74,14789.18,73148.56,0.00,8401.74,82052.45,67263.27,0.1802
Venice,1393-05,11,19851.64,1262162.31,-1242310.67,-7571281.92,0.00,6085.18,288864.10,17498.60,6597493.43,2353.04,5806.06,0.00,14575.05,2353.04,17873.36,12067.30,0.3248
Venice,1393-06,13,907577.23,317707.91,589869.32,-6981412.60,0.00,0.00,193103.38,710979.17,6079617.64,84876.85,32722.14,111721.21,0.00,84876.85,197976.29,165254.15,0.1653
Venice,1393-07,21,565235.03,79948.57,485286.46,-6496126.14,5859.91,6451.23,0.00,423644.00,5655973.64,68200.71,9745.62,67530.41,0.00,68200.71,136395.76,126650.14,0.0715
Venice,1393-08,19,485459.61,255222.87,230236.74,-6265889.40,0.00,0.00,0.00,202400.61,5453573.03,30370.90,2275.31,252688.10,433.32,30370.90,283926.02,281650.71,0.0080
Venice,1393-09,9,70126.78,450673.50,-380546.72,-6646436.12,0.00,0.00,377242.04,26859.01,5803956.06,2958.49,4097.30,40309.28,0.00,2958.49,43486.14,39388.84,0.0942
Venice,1393-10,10,48308.12,1465176.34,-1416868.22,-8063304.34,0.00,0.00,1438157.64,32627.72,7209485.98,3295.34,399.31,12385.06,0.00,3295.34,16079.68,15680.37,0.0248
Venice,1393-11,11,229984.01,364260.37,-134276.36,-8197580.70,0.00,0.00,0.00,0.00,7209485.98,0.00,4412.74,229984.01,0.00,0.00,234727.92,230315.18,0.0188
Venice,1393-12,12,370559.30,40086.35,330472.95,-7867107.75,184409.79,0.00,20260.89,163280.22,7066466.65,22869.29,484.62,0.00,0.00,22869.29,22904.57,22419.95,0.0212
Venice,1394-01,11,550035.86,630464.75,-80428.89,-7947536.64,0.00,0.00,222051.22,431833.96,6856683.91,77730.11,1564.84,40471.79,4191.11,77730.11,123774.75,122209.91,0.0126
Venice,1394-02,17,579300.60,150932.39,428368.21,-7519168.43,193546.28,0.00,103690.48,205579.45,6754794.94,44617.27,2419.57,135557.60,0.00,44617.27,180793.07,178373.50,0.0134
Venice,1394-03,13,220344.97,258343.17,-37998.20,-7557166.63,0.00,0.00,32155.99,144060.48,6642890.45,24092.77,1535.34,52191.72,310.67,24092.77,77102.37,75567.03,0.0199
Venice,1394-04,11,353117.67,839170.65,-486052.98,-8043219.61,0.00,0.00,638780.96,300247.61,6981423.80,52870.06,7745.69,0.00,319.44,52870.06,55729.41,47983.72,0.1390
Venice,1394-05,11,159502.95,62849.45,96653.50,-7946566.11,0.00,0.00,18726.47,40587.45,6959562.82,6088.12,533.54,112827.38,0.00,6088.12,119040.49,118506.95,0.0045
Venice,1394-06,16,784022.69,473384.93,310637.76,-7635928.35,12361.59,0.00,334312.63,636469.78,6657405.67,93682.79,13402.22,41508.53,0.00,93682.79,135862.61,122460.39,0.0986
Venice,1394-07,16,94131.55,1408706.68,-1314575.13,-8950503.48,0.00,0.00,1311350.90,60195.66,7908560.91,6019.57,3652.36,27916.32,0.00,6019.57,34522.58,30870.22,0.1058
Venice,1394-08,17,318431.82,306998.13,11433.69,-8939069.79,8376.96,0.00,236405.67,156159.44,7988807.14,32655.99,40546.65,121239.43,0.00,32655.99,154188.49,113641.84,0.2630
Venice,1394-09,18,315361.46,5781823.31,-5466461.85,-14405531.64,0.00,0.00,5436623.62,44361.16,13381069.60,5323.34,1877.04,265676.96,0.00,5323.34,276127.31,274250.27,0.0068
Venice,1394-10,9,258251.56,132938.56,125313.00,-14280218.64,0.00,0.00,93005.30,54416.43,13419658.47,7640.42,15646.81,196194.71,0.00,7640.42,204199.43,188552.62,0.0766
Venice,1394-11,3,0.00,75090.42,-75090.42,-14355309.06,0.00,0.00,0.00,0.00,13419658.47,0.00,1836.65,0.00,0.00,0.00,1042.13,-794.52,1.7624
Venice,1394-12,11,543005.97,112083.76,430922.21,-13924386.85,0.00,0.00,61459.76,452147.26,13028970.97,82965.47,31801.07,7893.24,0.00,82965.47,91141.06,59339.99,0.3489
Venice,1395-01,15,393442.56,473778.17,-80335.61,-14004722.46,0.00,0.00,346867.15,309489.05,13066349.07,54637.19,10128.81,29316.32,0.00,54637.19,85506.96,75378.15,0.1185
Venice,1395-02,18,387184.96,152606.86,234578.10,-13770144.36,0.00,0.00,0.00,205300.80,12861048.27,32083.74,8765.77,149800.42,0.00,32083.74,183817.77,175052.00,0.0477
Venice,1395-03,13,129196.10,135154.96,-5958.86,-13776103.22,0.00,0.00,83330.62,102406.04,12841972.85,16090.12,8063.77,10699.94,285.43,16090.12,27354.88,19291.11,0.2948
Venice,1395-04,16,209543.45,741936.39,-532392.94,-14308496.16,0.00,38795.01,304937.53,101887.43,13045022.95,11048.00,13558.69,96608.02,8582.36,11048.00,117716.88,104158.19,0.1152
Venice,1395-05,10,167797.03,265002.01,-97204.98,-14405701.14,0.00,0.00,12713.73,43047.81,13014688.87,6457.17,0.00,118292.05,0.00,6457.17,128533.55,128533.55,0.0000
Venice,1395-06,15,140998.93,1300320.56,-1159321.63,-15565022.77,1430.35,0.00,1230566.75,34274.18,14210981.44,6162.12,25119.44,99132.28,0.00,6162.12,105713.79,80594.35,0.2376
Venice,1395-07,17,338896.31,127649.54,211246.77,-15353776.00,0.00,4758.80,0.00,257077.47,13953903.97,48373.29,23564.73,33445.55,253.32,48373.29,82805.68,59240.95,0.2846
Venice,1395-08,14,315157.16,290820.58,24336.58,-15329439.42,0.00,0.00,157035.83,39655.41,14071284.39,5477.37,9703.63,270024.38,2596.28,5477.37,278302.53,268598.90,0.0349
Venice,1395-09,17,103620.69,964172.39,-860551.70,-16189991.12,0.00,7752.94,593442.37,42290.70,14622436.06,9303.95,4892.06,52026.04,0.00,9303.95,64034.03,59141.97,0.0764
Venice,1395-10,12,496221.66,254886.18,241335.48,-15948655.64,172941.94,0.00,222221.16,261134.25,14583522.97,27557.71,3506.14,34587.76,0.00,27557.71,62582.85,59076.71,0.0560
Venice,1395-11,16,259523.83,286502.23,-26978.40,-15975634.04,64233.18,0.00,0.00,104239.34,14479283.63,10274.27,411.87,80777.04,0.00,10274.27,91703.90,91292.03,0.0045
Venice,1395-12,12,59797.08,628809.06,-569011.98,-16544646.02,0.00,10764.87,564649.22,25873.50,15018059.35,2587.35,0.00,31336.23,447.90,2587.35,34386.98,34386.98,0.0000
Venice,1396-01,21,985335.15,477727.46,507607.69,-16037038.33,0.00,0.00,216919.55,433816.17,14801162.73,51055.09,12685.01,500463.89,207.99,51055.09,553506.61,540821.60,0.0229
Venice,1396-02,11,65506.50,129197.35,-63690.85,-16100729.18,0.00,0.00,0.00,30478.06,14770684.67,4571.71,1813.90,30456.73,0.00,4571.71,36809.27,34995.37,0.0493
Venice,1396-03,15,435244.99,82825.52,352419.47,-15748309.71,0.00,2293.98,0.00,223966.05,14546718.62,43959.96,5034.45,167318.98,0.00,43959.96,211921.00,206886.55,0.0238
Venice,1396-04,13,485727.95,301004.52,184723.43,-15563586.28,0.00,0.00,280607.11,295385.21,14531940.52,29538.52,6939.03,160804.22,0.00,29538.52,190499.08,183560.05,0.0364
Venice,1396-05,11,21235.05,1075011.67,-1053776.62,-16617362.90,0.00,0.00,855140.20,4093.11,15382987.61,736.76,0.00,16405.18,0.00,736.76,20242.69,20242.69,0.0000
Venice,1396-06,10,0.00,417473.46,-417473.46,-17034836.36,0.00,1953.14,251635.91,0.00,15634623.52,0.00,11471.42,0.00,0.00,0.00,2286.20,-9185.22,5.0177
Venice,1396-07,12,182034.15,58683.41,123350.74,-16911485.62,0.00,0.00,0.00,140309.11,15494314.41,12429.57,29350.80,29295.47,0.00,12429.57,42165.03,12814.23,0.6961
Venice,1396-08,13,490480.65,219538.83,270941.82,-16640543.80,0.00,111121.21,3519.46,226569.10,15271264.77,39643.47,22408.35,224268.08,0.00,39643.47,264384.96,241976.61,0.0848
Venice,1396-09,13,140284.90,856767.23,-716482.33,-17357026.13,0.00,249692.18,0.00,27830.97,15243433.80,3339.72,382.56,109114.21,9478.50,3339.72,124019.45,123636.89,0.0031
Venice,1396-10,12,132210.91,1268197.42,-1135986.51,-18493012.64,0.00,0.00,1048483.17,83569.39,16208347.58,12697.48,5698.60,35944.04,0.00,12697.48,51673.09,45974.49,0.1103
Venice,1396-11,14,183024.84,926153.71,-743128.87,-19236141.51,0.00,2556.14,448312.25,112653.01,16544006.82,15771.42,6800.61,54600.41,4799.89,15771.42,75319.16,68518.55,0.0903
Venice,1396-12,17,675546.83,752430.69,-76883.86,-19313025.37,338301.33,0.00,594749.72,293412.05,16845344.49,43363.05,15469.57,470.40,0.00,43363.05,44989.45,29519.88,0.3438
Venice,1397-01,14,476775.12,674638.42,-197863.30,-19510888.67,10678.42,0.00,621283.35,383278.25,17083349.59,61447.82,0.00,21370.63,0.00,61447.82,83559.07,83559.07,0.0000
Venice,1397-02,7,52961.32,268163.44,-215202.12,-19726090.79,0.00,0.00,261681.56,43410.92,17301620.23,9550.40,1659.28,0.00,0.00,9550.40,9569.21,7909.93,0.1734
Venice,1397-03,15,257394.27,1039863.01,-782468.74,-20508559.53,2437.64,9730.96,1000065.34,0.00,18301685.57,0.00,481.87,254956.63,79.87,0.00,255256.00,254774.13,0.0019
Venice,1397-04,12,126048.68,354145.32,-228096.64,-20736656.17,0.00,0.00,0.00,19406.59,18282278.98,3687.25,2159.83,102954.84,2460.34,3687.25,111862.00,109702.17,0.0193
Venice,1397-05,13,344246.11,297712.40,46533.71,-20690122.46,0.00,0.00,64586.12,84233.57,18262631.53,8810.83,4088.12,251201.71,4471.34,8810.83,264681.44,260593.32,0.0154
Venice,1397-06,9,0.00,256828.33,-256828.33,-20946950.79,0.00,0.00,205461.63,0.00,18468093.16,0.00,6133.57,0.00,0.00,0.00,599.89,-5533.68,10.2245
Venice,1397-07,15,53609.00,244637.02,-191028.02,-21137978.81,0.00,0.00,115128.97,0.00,18583222.13,0.00,8651.54,53609.00,0.00,0.00,54968.38,46316.84,0.1574
Venice,1397-08,18,401662.16,212543.08,189119.08,-20948859.73,0.00,0.00,115040.86,317511.72,18380751.27,60121.91,28989.04,24028.53,177.57,60121.91,84425.45,55436.41,0.3434
Venice,1397-09,14,304995.17,951491.86,-646496.69,-21595356.42,0.00,844436.42,22816.68,239690.23,18163877.72,41610.89,5108.56,23694.05,0.00,41610.89,66336.63,61228.07,0.0770
Venice,1397-10,17,164979.39,1114352.56,-949373.17,-22544729.59,156313.79,248426.71,634163.07,7737.14,18790303.65,928.46,30004.29,0.00,0.00,928.46,3954.84,-26049.45,7.5867
Venice,1397-11,11,25336.04,228139.59,-202803.55,-22747533.14,0.00,0.00,77596.04,2751.34,18865148.35,275.13,12497.02,22309.57,0.00,275.13,24485.16,11988.14,0.5104
Venice,1397-12,9,42160.16,90589.55,-48429.39,-22795962.53,12656.47,0.00,6180.18,26342.58,18844985.95,3161.11,5727.57,0.00,205.18,3161.11,4172.27,-1555.30,1.3728
Venice,1398-01,13,33124.75,1212412.37,-1179287.62,-23975250.15,0.00,0.00,1101969.06,28071.82,19918883.19,5052.93,2940.61,0.00,0.00,5052.93,6665.47,3724.86,0.4412
Venice,1398-02,11,272762.38,654601.63,-381839.25,-24357089.40,0.00,44608.44,602536.04,0.00,20521419.23,0.00,1817.50,272762.38,0.00,0.00,272762.38,270944.88,0.0067
Venice,1398-03,11,236141.90,369530.80,-133388.90,-24490478.30,0.00,0.00,362779.54,56492.96,20827705.81,6479.76,6363.31,173169.18,0.00,6479.76,179648.94,173285.63,0.0354
Venice,1398-04,10,156183.26,144445.49,11737.77,-24478740.53,10151.06,0.00,72985.15,90853.67,20809837.29,11732.38,0.00,43446.15,610.80,11732.38,56048.60,56048.60,0.0000
Venice,1398-05,15,32665.95,483369.00,-450703.05,-24929443.58,636.80,0.00,411389.12,0.00,21221226.41,0.00,36839.13,32029.15,183.08,0.00,32212.23,-4626.90,1.1436
Venice,1398-06,17,583981.93,629680.96,-45699.03,-24975142.61,0.00,0.00,569482.71,470214.66,21320494.46,84258.33,15342.35,29508.94,0.00,84258.33,114440.12,99097.77,0.1341
Venice,1398-07,9,103746.47,1087439.21,-983692.74,-25958835.35,0.00,0.00,229368.01,34548.86,21515313.61,7600.75,0.00,61596.86,22202.36,7600.75,91823.88,91823.88,0.0000
Venice,1398-08,19,454522.17,728856.34,-274334.17,-26233169.52,214656.23,28914.45,636622.93,63343.06,22088593.48,6519.98,17755.03,170002.90,0.00,6519.98,177104.32,159349.29,0.1003
Venice,1398-09,23,464240.76,746930.24,-282689.48,-26515859.00,0.00,0.00,627481.55,277426.81,22438648.22,46731.87,12161.89,140082.08,0.00,46731.87,188338.85,176176.96,0.0646
Venice,1398-10,16,529800.43,992994.32,-463193.89,-26979052.89,62636.65,0.00,730886.93,224638.92,22944896.23,23148.10,0.00,219376.76,2376.81,23148.10,246521.76,246521.76,0.0000
Venice,1398-11,16,254106.85,300921.79,-46814.94,-27025867.83,0.00,0.00,54563.62,183031.22,22816428.63,20806.52,3492.72,50269.11,0.00,20806.52,74710.89,71218.17,0.0467
Venice,1398-12,11,176326.72,97157.84,79168.88,-26946698.95,0.00,78085.04,1358.68,41861.34,22775925.97,6279.20,5599.34,128186.18,0.00,6279.20,134639.52,129040.18,0.0416
Venice,1399-01,12,35060.97,419978.39,-384917.42,-27331616.37,0.00,0.00,201035.81,23099.75,22953862.03,1942.51,706.33,10018.71,1810.08,1942.51,15808.12,15101.79,0.0447
Venice,1399-02,11,54710.88,1859262.02,-1804551.14,-29136167.51,0.00,0.00,1788919.09,0.00,24742781.12,0.00,7362.03,54710.88,0.00,0.00,55523.50,48161.47,0.1326
Venice,1399-03,13,433171.02,422932.75,10238.27,-29125929.24,12842.32,0.00,345059.97,164921.68,24922919.41,26741.81,9715.87,228665.21,0.00,26741.81,256253.47,246537.60,0.0379
Venice,1399-04,12,220490.50,124099.69,96390.81,-29029538.43,0.00,17049.71,79891.34,71936.72,24930874.03,8704.20,8223.92,139849.58,23.24,8704.20,148845.62,140621.70,0.0553
Venice,1399-05,12,221985.58,183690.72,38294.86,-28991243.57,10026.59,0.00,150447.07,25205.31,25056115.79,2520.53,1341.13,184233.15,22.67,2520.53,187226.08,185884.95,0.0072
Venice,1399-06,17,75886.12,1219204.04,-1143317.92,-30134561.49,0.00,727492.08,46840.09,7199.36,25095756.52,1295.88,26570.35,67390.88,2066.27,1295.88,74680.94,48110.59,0.3558
Venice,1399-07,13,21513.03,1943498.02,-1921984.99,-32056546.48,0.00,212187.55,1612455.25,0.00,26708211.77,0.00,26755.16,21513.03,388.16,0.00,23061.31,-3693.85,1.1602
Venice,1399-08,17,123054.04,1155436.76,-1032382.72,-33088929.20,0.00,59963.24,1060345.11,86352.65,27682204.23,16407.00,11019.50,20294.39,0.00,16407.00,36773.08,25753.58,0.2997
Venice,1399-09,8,46894.06,269187.36,-222293.30,-33311222.50,0.00,0.00,248983.09,41869.70,27889317.62,5024.36,3943.21,0.00,0.00,5024.36,5247.01,1303.80,0.7515
Venice,1399-10,14,48664.96,3029485.44,-2980820.48,-36292042.98,0.00,736721.58,1631431.85,30710.52,29490038.95,2456.84,7806.77,15497.60,0.00,2456.84,18311.89,10505.12,0.4263
Venice,1399-11,7,10667.15,65266.35,-54599.20,-36346642.18,0.00,4539.40,0.00,0.00,29490038.95,0.00,7114.92,10667.15,0.00,0.00,11471.33,4356.41,0.6202
Venice,1399-12,12,192523.62,392706.65,-200183.03,-36546825.21,0.00,7514.25,317954.35,7733.39,29800259.91,928.01,2476.25,183862.22,576.08,928.01,185990.70,183514.45,0.0133
Venice,1400-01,18,549156.91,368216.73,180940.18,-36365885.03,0.00,16392.56,283806.39,260521.09,29823545.21,39078.17,0.00,249557.65,0.00,39078.17,289586.33,289586.33,0.0000
Venice,1400-02,17,199254.16,848776.70,-649522.54,-37015407.57,0.00,0.00,33074.04,141936.30,29714682.95,27357.63,39846.92,29960.23,21816.53,27357.63,79300.44,39453.52,0.5025
Venice,1400-03,14,848226.88,656371.15,191855.73,-36823551.84,0.00,0.00,523763.94,691614.08,29546832.81,134990.20,5926.79,21622.60,334.78,134990.20,157004.85,151078.06,0.0377
Venice,1400-04,10,280940.77,399675.41,-118734.64,-36942286.48,0.00,198.78,393308.33,184346.33,29755794.81,18610.14,6168.30,77984.30,0.00,18610.14,96594.44,90426.14,0.0639
Venice,1400-05,10,581914.88,82653.39,499261.49,-36443024.99,115357.89,0.00,54971.45,382421.21,29428345.05,68835.82,5921.79,15299.96,0.00,68835.82,84462.18,78540.39,0.0701
Venice,1400-06,15,571419.12,643720.95,-72301.83,-36515326.82,0.00,0.00,441526.01,505207.36,29364663.70,61433.41,19617.78,4778.35,3513.95,61433.41,70237.60,50619.82,0.2793
Venice,1400-07,9,7928.66,323864.01,-315935.35,-36831262.17,0.00,0.00,75743.63,0.00,29440407.33,0.00,11583.53,7928.66,0.00,0.00,8433.35,-3150.18,1.3735
Venice,1400-08,10,197561.35,62970.03,134591.32,-36696670.85,0.00,0.00,7780.91,0.00,29448188.24,0.00,0.00,197561.35,0.00,0.00,197902.56,197902.56,0.0000
Venice,1400-09,16,381768.35,386438.32,-4669.97,-36701340.82,0.00,0.00,105527.48,198417.13,29355298.59,27304.63,5318.20,156046.59,0.00,27304.63,186571.96,181253.76,0.0285
Venice,1400-10,22,55312.00,375795.45,-320483.45,-37021824.27,0.00,0.00,231823.00,33629.96,29553491.63,4035.60,24489.42,17646.44,67.42,4035.60,22844.51,-1644.91,1.0720
Venice,1400-11,11,38119.11,479715.79,-441596.68,-37463420.95,0.00,0.00,201282.23,31390.16,29723383.70,6728.95,23436.34,0.00,0.00,6728.95,7382.16,-16054.18,3.1747
Venice,1400-12,21,590397.23,677154.95,-86757.72,-37550178.67,0.00,73430.81,439023.63,278237.42,29884169.91,50513.98,22491.84,261645.83,0.00,50513.98,314224.96,291733.12,0.0716
Venice,1401-01,21,442759.86,736146.72,-293386.86,-37843565.53,0.00,0.00,183748.93,255039.57,29812879.27,39224.53,402.85,148495.76,1042.52,39224.53,192943.97,192541.12,0.0021
Venice,1401-02,7,88504.56,39866.76,48637.80,-37794927.73,0.00,0.00,7830.67,77090.31,29743619.63,7187.50,0.00,4226.75,0.00,7187.50,11611.17,11611.17,0.0000
Venice,1401-03,15,603100.75,619843.68,-16742.93,-37811670.66,526603.65,50223.56,514296.38,10022.21,30247893.80,1002.22,10105.63,65472.67,0.00,1002.22,66770.72,56665.09,0.1513
Venice,1401-04,13,70540.26,343385.51,-272845.25,-38084515.91,0.00,0.00,306865.54,12304.20,30542455.14,2367.12,19174.42,55868.94,0.00,2367.12,58467.68,39293.26,0.3279
Venice,1401-05,16,176696.01,358054.97,-181358.96,-38265874.87,0.00,0.00,223483.06,17939.76,30747998.44,3065.32,3377.00,155690.93,0.00,3065.32,160724.17,157347.17,0.0210
Venice,1401-06,16,29863.38,247228.90,-217365.52,-38483240.39,0.00,7145.88,153408.75,10306.72,30891100.47,1775.37,759.68,17781.29,0.00,1775.37,19907.47,19147.79,0.0382
Venice,1401-07,12,78062.09,178310.77,-100248.68,-38583489.07,0.00,0.00,0.00,69063.46,30822037.01,8998.63,3528.85,0.00,0.00,8998.63,11313.42,7784.57,0.3119
Venice,1401-08,11,55202.25,341847.12,-286644.87,-38870133.94,12775.59,206258.17,116939.91,0.00,30938976.92,0.00,1435.80,42426.66,361.06,0.00,42835.18,41399.38,0.0335
Venice,1401-09,13,966478.07,395129.95,571348.12,-38298785.82,0.00,209344.37,0.00,744152.06,30194824.86,115362.85,2285.68,106963.16,0.00,115362.85,225078.51,222792.83,0.0102
Venice,1401-10,12,214371.93,80781.77,133590.16,-38165195.66,0.00,12154.75,853.76,107571.56,30088107.06,12108.52,0.00,94691.85,59.98,12108.52,107265.72,107265.72,0.0000
Venice,1401-11,16,400171.78,993743.09,-593571.31,-38758766.97,5691.11,0.00,276400.35,199329.77,30165177.64,43889.62,0.00,151261.28,0.00,43889.62,196226.38,196226.38,0.0000
Venice,1401-12,12,69454.85,463944.99,-394490.14,-39153257.11,0.00,0.00,340799.00,10551.10,30495425.54,1582.66,0.00,57321.09,0.00,1582.66,60650.07,60650.07,0.0000
Venice,1402-01,20,206581.45,465453.62,-258872.17,-39412129.28,0.00,0.00,270658.62,71815.00,30694269.16,10772.25,12042.34,123994.20,0.00,10772.25,136342.53,124300.19,0.0883
Venice,1402-02,15,93526.05,264845.39,-171319.34,-39583448.62,0.00,77438.89,139548.64,31014.54,30802803.26,5244.74,3713.41,57266.77,0.00,5244.74,62961.38,59247.97,0.0590
Venice,1402-03,21,1332316.93,701649.84,630667.09,-38952781.53,670569.18,0.00,633056.56,369665.49,31066194.33,52639.73,26206.83,239442.53,0.00,52639.73,292370.89,266164.06,0.0896
Venice,1402-04,15,261319.00,777369.73,-516050.73,-39468832.26,0.00,0.00,365385.48,0.00,31431579.81,0.00,7318.30,261319.00,1696.67,0.00,266818.68,259500.38,0.0274
Venice,1402-05,23,553609.08,811546.28,-257937.20,-39726769.46,109052.72,14939.88,371425.49,294490.64,31508514.66,53719.62,9027.10,96346.10,10426.01,53719.62,160921.59,151894.49,0.0561
Venice,1402-06,14,67964.95,192837.00,-124872.05,-39851641.51,0.00,61476.13,12337.60,28834.74,31492017.52,4325.21,2371.55,34805.00,0.00,4325.21,39461.68,37090.13,0.0601
Venice,1402-07,20,424820.68,1134164.34,-709343.66,-40560985.17,0.00,0.00,1059655.47,199683.28,32351989.71,38222.98,33333.38,186914.42,0.00,38222.98,225755.04,192421.66,0.1477
Venice,1402-08,16,204544.62,1689729.00,-1485184.38,-42046169.55,9144.13,611859.86,101363.96,0.00,32453353.67,0.00,3841.50,195400.49,10184.91,0.00,206411.96,202570.46,0.0186
Venice,1402-09,16,52939.26,4795488.40,-4742549.14,-46788718.69,0.00,0.00,4612809.36,33261.80,37032901.23,3326.18,6177.83,16351.28,0.00,3326.18,22184.33,16006.50,0.2785
Venice,1402-10,16,114246.34,1119639.87,-1005393.53,-47794112.22,0.00,2987.05,935304.84,37603.31,37930602.76,4978.98,6769.02,71664.05,0.00,4978.98,78701.25,71932.23,0.0860
Venice,1402-11,11,767459.87,101140.72,666319.15,-47127793.07,69016.57,0.00,64310.51,635548.65,37359364.62,55783.72,11908.93,7110.93,0.00,55783.72,63268.47,51359.54,0.1882
Venice,1402-12,15,311459.66,208822.46,102637.20,-47025155.87,4730.17,0.00,0.00,176412.02,37182952.60,21169.44,3384.12,109148.03,0.00,21169.44,133269.18,129885.06,0.0254
Venice,1403-01,10,326460.79,243548.82,82911.97,-46942243.90,0.00,0.00,202134.22,277820.37,37107266.45,43018.49,1306.38,5621.93,0.00,43018.49,48705.62,47399.24,0.0268
Venice,1403-02,22,317894.29,1515554.99,-1197660.70,-48139904.60,13029.60,0.00,399105.38,196592.40,37309779.43,15727.39,4207.39,92544.90,23117.17,15727.39,132324.56,128117.17,0.0318
Venice,1403-03,20,368278.32,347723.35,20554.97,-48119349.63,104998.25,24556.77,0.00,195651.03,37114128.40,30708.38,9000.86,36920.66,12.63,30708.38,69046.22,60045.36,0.1304
Venice,1403-04,10,668741.53,215368.00,453373.53,-47665976.10,557902.31,0.00,115379.13,0.00,37229507.53,0.00,2863.25,110839.22,0.00,0.00,111892.63,109029.38,0.0256
Venice,1403-05,19,200472.81,1308086.92,-1107614.11,-48773590.21,0.00,0.00,965683.69,15209.86,38179981.36,2258.78,4923.21,183004.17,2631.30,2258.78,190056.55,185133.34,0.0259
Venice,1403-06,13,175331.18,1017292.57,-841961.39,-49615551.60,0.00,0.00,905159.56,5860.53,39079280.39,1465.13,9100.98,168005.52,542.44,1465.13,171287.35,162186.37,0.0531
Venice,1403-07,19,122876.18,659768.34,-536892.16,-50152443.76,0.00,0.00,412985.99,96606.52,39395659.86,15861.01,4752.07,10408.65,0.00,15861.01,29377.35,24625.28,0.1618
Venice,1403-08,17,203378.28,1127476.64,-924098.36,-51076542.12,0.00,121579.62,841735.20,11433.21,40225961.85,914.66,842.37,191030.41,0.00,914.66,193457.73,192615.36,0.0044
Venice,1403-09,12,173118.13,127192.55,45925.58,-51030616.54,16258.41,0.00,9756.64,116868.38,40118850.11,13131.41,3592.35,26859.93,0.00,13131.41,41403.42,37811.07,0.0868
Venice,1403-10,9,87681.78,565328.05,-477646.27,-51508262.81,28264.94,0.00,381946.58,49008.64,40451788.05,10408.20,18758.69,0.00,0.00,10408.20,12626.46,-6132.23,1.4857
Venice,1403-11,12,121694.28,162846.32,-41152.04,-51549414.85,3969.70,0.00,0.00,88949.54,40362838.51,11040.67,23524.49,17734.37,1706.03,11040.67,31574.64,8050.15,0.7450
Venice,1403-12,13,210265.83,972260.19,-761994.36,-52311409.21,0.00,0.00,888080.39,179853.94,41071064.96,26919.81,10083.38,3492.08,0.00,26919.81,31416.86,21333.48,0.3210
Venice,1404-01,14,590614.90,917267.64,-326652.74,-52638061.95,325295.71,1642.02,845176.01,80339.21,41835901.76,7598.92,125.93,177381.06,0.00,7598.92,186034.83,185908.90,0.0007
Venice,1404-02,11,185102.63,136938.78,48163.85,-52589898.10,0.00,16135.29,26054.92,0.00,41861956.68,0.00,12882.39,185102.63,0.00,0.00,185258.71,172376.32,0.0695
Venice,1404-03,17,108587.43,362490.03,-253902.60,-52843800.70,0.00,0.00,145272.13,31826.89,41975401.92,2694.63,26034.00,74065.91,0.00,2694.63,79628.30,53594.30,0.3269
Venice,1404-04,15,344387.82,108365.17,236022.65,-52607778.05,76394.27,4315.53,45641.14,204449.62,41816593.44,34273.93,42208.26,29270.00,0.00,34273.93,63609.77,21401.51,0.6635
Venice,1404-05,20,287666.64,215708.16,71958.48,-52535819.57,2236.06,0.00,135562.68,147820.21,41804335.91,22173.03,15432.89,115437.34,0.00,22173.03,138264.11,122831.22,0.1116
Venice,1404-06,18,512868.07,419788.17,93079.90,-52442739.67,23599.08,0.00,225104.48,13296.87,42016143.52,2393.44,1582.85,473578.68,1647.21,2393.44,478103.50,476520.65,0.0033
Venice,1404-07,13,740034.04,190554.40,549479.64,-51893260.03,0.00,0.00,98649.04,601579.18,41513213.38,118629.04,6469.52,19825.82,0.00,118629.04,139106.50,132636.98,0.0465
Venice,1404-08,19,208163.55,589765.78,-381602.23,-52274862.26,0.00,0.00,412154.10,34451.47,41890916.01,5167.72,1220.00,168544.36,0.00,5167.72,175457.39,174237.39,0.0070
Venice,1404-09,18,66308.66,965316.13,-899007.47,-53173869.73,0.00,0.00,755610.72,28017.72,42618509.01,2802.05,3841.47,35488.89,0.00,2802.05,41288.91,37447.44,0.0930
Venice,1404-10,17,246237.20,983193.20,-736956.00,-53910825.73,12737.42,0.00,823980.59,62342.70,43380146.90,11221.69,9104.33,159935.39,0.00,11221.69,172517.35,163413.02,0.0528
Venice,1404-11,10,0.00,565470.67,-565470.67,-54476296.40,0.00,0.00,480041.12,0.00,43860188.02,0.00,3376.54,0.00,0.00,0.00,1187.59,-2188.95,2.8432
Venice,1404-12,15,507126.42,233051.87,274074.55,-54202221.85,0.00,0.00,123070.25,405322.11,43577936.16,82792.59,5211.71,19011.72,0.00,82792.59,102371.71,97160.00,0.0509
Venice,1405-01,15,221483.72,1243114.34,-1021630.62,-55223852.47,179251.69,0.00,1159687.90,20015.99,44717608.07,3002.40,1446.49,19213.64,0.00,3002.40,22712.65,21266.16,0.0637
Venice,1405-02,14,266245.67,212480.05,53765.62,-55170086.85,2773.84,0.00,187348.33,117304.29,44787652.11,25806.94,10497.25,120360.60,0.00,25806.94,146387.05,135889.80,0.0717
